Timp scurs: 0ms - Elful 1 este la 345, 34 in fabrica 1
Timp scurs: 8415ms - Elful 24 este la 95, 104 in fabrica 3
Timp scurs: 8415ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 8415ms - Elful 23 este la 89, 65 in fabrica 2
Timp scurs: 8415ms - Elful 26 este la 56, 125 in fabrica 2
Timp scurs: 8415ms - Elful 29 este la 51, 112 in fabrica 2
Timp scurs: 8415ms - Elful 32 este la 134, 86 in fabrica 2
Timp scurs: 8415ms - Elful 2 este la 11, 2 in fabrica 2
Timp scurs: 8415ms - Elful 6 este la 78, 17 in fabrica 2
Timp scurs: 8415ms - Elful 9 este la 145, 79 in fabrica 2
Timp scurs: 8415ms - Elful 12 este la 6, 65 in fabrica 2
Timp scurs: 8415ms - Elful 15 este la 59, 69 in fabrica 2
Timp scurs: 8415ms - Elful 17 este la 118, 83 in fabrica 2
Timp scurs: 8415ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 8415ms - Elful 23 este la 89, 65 in fabrica 2
Timp scurs: 8415ms - Elful 26 este la 56, 125 in fabrica 2
Timp scurs: 8415ms - Elful 29 este la 51, 112 in fabrica 2
Timp scurs: 8415ms - Elful 32 este la 134, 86 in fabrica 2
Timp scurs: 8415ms - Elful 27 este la 77, 42 in fabrica 3
Timp scurs: 8415ms - Elful 31 este la 13, 9 in fabrica 3
Timp scurs: 8415ms - Elful 33 este la 88, 57 in fabrica 3
Timp scurs: 8415ms - Elful 2 este la 11, 2 in fabrica 2
Timp scurs: 8415ms - Elful 6 este la 77, 17 in fabrica 2
Timp scurs: 8415ms - Elful 9 este la 145, 79 in fabrica 2
Timp scurs: 8415ms - Elful 12 este la 6, 65 in fabrica 2
Timp scurs: 8415ms - Elful 15 este la 59, 69 in fabrica 2
Timp scurs: 8415ms - Elful 17 este la 118, 83 in fabrica 2
Timp scurs: 8415ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 8415ms - Elful 23 este la 89, 65 in fabrica 2
Timp scurs: 8415ms - Elful 26 este la 56, 125 in fabrica 2
Timp scurs: 8415ms - Elful 29 este la 51, 112 in fabrica 2
Timp scurs: 8415ms - Elful 32 este la 134, 86 in fabrica 2
Timp scurs: 8415ms - Elful 1 este la 349, 41 in fabrica 1
Timp scurs: 8415ms - Elful 5 este la 342, 188 in fabrica 1
Timp scurs: 8415ms - Elful 7 este la 128, 302 in fabrica 1
Timp scurs: 8415ms - Elful 10 este la 2, 113 in fabrica 1
Timp scurs: 8415ms - Elful 13 este la 81, 310 in fabrica 1
Timp scurs: 8415ms - Elful 16 este la 167, 22 in fabrica 1
Timp scurs: 8415ms - Elful 19 este la 41, 302 in fabrica 1
Timp scurs: 8415ms - Elful 22 este la 150, 3 in fabrica 1
Timp scurs: 8415ms - Elful 25 este la 72, 51 in fabrica 1
Timp scurs: 8415ms - Elful 28 este la 73, 98 in fabrica 1
Timp scurs: 8415ms - Elful 30 este la 224, 329 in fabrica 1
Timp scurs: 8415ms - Elful 34 este la 166, 206 in fabrica 1
Timp scurs: 8417ms - Elful 3 este la 21, 33 in fabrica 3
Timp scurs: 8417ms - Elful 4 este la 44, 50 in fabrica 3
Timp scurs: 8417ms - Elful 8 este la 59, 6 in fabrica 3
Timp scurs: 8417ms - Elful 11 este la 43, 38 in fabrica 3
Timp scurs: 8417ms - Elful 14 este la 109, 86 in fabrica 3
Timp scurs: 8417ms - Elful 18 este la 115, 31 in fabrica 3
Timp scurs: 8417ms - Elful 21 este la 87, 103 in fabrica 3
Timp scurs: 8417ms - Elful 24 este la 94, 104 in fabrica 3
Timp scurs: 8417ms - Elful 27 este la 77, 42 in fabrica 3
Timp scurs: 8417ms - Elful 31 este la 13, 9 in fabrica 3
Timp scurs: 8417ms - Elful 33 este la 88, 57 in fabrica 3
Timp scurs: 8417ms - Elful 1 este la 349, 41 in fabrica 1
Timp scurs: 8417ms - Elful 5 este la 342, 188 in fabrica 1
Timp scurs: 8417ms - Elful 7 este la 128, 302 in fabrica 1
Timp scurs: 8417ms - Elful 10 este la 2, 113 in fabrica 1
Timp scurs: 8417ms - Elful 13 este la 81, 310 in fabrica 1
Timp scurs: 8417ms - Elful 16 este la 167, 22 in fabrica 1
Timp scurs: 8417ms - Elful 19 este la 41, 302 in fabrica 1
Timp scurs: 8417ms - Elful 22 este la 150, 3 in fabrica 1
Timp scurs: 8417ms - Elful 25 este la 72, 51 in fabrica 1
Timp scurs: 8417ms - Elful 28 este la 73, 98 in fabrica 1
Timp scurs: 8417ms - Elful 30 este la 224, 329 in fabrica 1
Timp scurs: 8417ms - Elful 34 este la 166, 205 in fabrica 1
Timp scurs: 8417ms - Elful 2 este la 11, 2 in fabrica 2
Timp scurs: 8417ms - Elful 6 este la 77, 17 in fabrica 2
Timp scurs: 8417ms - Elful 9 este la 145, 79 in fabrica 2
Timp scurs: 8417ms - Elful 12 este la 6, 65 in fabrica 2
Timp scurs: 8417ms - Elful 15 este la 59, 69 in fabrica 2
Timp scurs: 8417ms - Elful 17 este la 118, 83 in fabrica 2
Timp scurs: 8417ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 8417ms - Elful 23 este la 89, 65 in fabrica 2
Timp scurs: 8417ms - Elful 26 este la 55, 125 in fabrica 2
Timp scurs: 8417ms - Elful 29 este la 51, 112 in fabrica 2
Timp scurs: 8417ms - Elful 32 este la 134, 86 in fabrica 2
Timp scurs: 8418ms - Elful 3 este la 21, 33 in fabrica 3
Timp scurs: 8418ms - Elful 4 este la 43, 50 in fabrica 3
Timp scurs: 8418ms - Elful 8 este la 59, 6 in fabrica 3
Timp scurs: 8418ms - Elful 11 este la 43, 38 in fabrica 3
Timp scurs: 8418ms - Elful 14 este la 109, 86 in fabrica 3
Timp scurs: 8418ms - Elful 18 este la 115, 31 in fabrica 3
Timp scurs: 8418ms - Elful 21 este la 87, 103 in fabrica 3
Timp scurs: 8418ms - Elful 24 este la 94, 104 in fabrica 3
Timp scurs: 8418ms - Elful 27 este la 77, 42 in fabrica 3
Timp scurs: 8418ms - Elful 31 este la 13, 9 in fabrica 3
Timp scurs: 8418ms - Elful 33 este la 88, 57 in fabrica 3
Timp scurs: 8418ms - Elful 1 este la 349, 41 in fabrica 1
Timp scurs: 8418ms - Elful 5 este la 343, 188 in fabrica 1
Timp scurs: 8418ms - Elful 7 este la 128, 302 in fabrica 1
Timp scurs: 8418ms - Elful 10 este la 2, 113 in fabrica 1
Timp scurs: 8418ms - Elful 13 este la 81, 310 in fabrica 1
Timp scurs: 8418ms - Elful 16 este la 167, 22 in fabrica 1
Timp scurs: 8418ms - Elful 19 este la 41, 302 in fabrica 1
Timp scurs: 8418ms - Elful 22 este la 150, 3 in fabrica 1
Timp scurs: 8418ms - Elful 25 este la 72, 51 in fabrica 1
Timp scurs: 8418ms - Elful 28 este la 73, 98 in fabrica 1
Timp scurs: 8418ms - Elful 30 este la 224, 329 in fabrica 1
Timp scurs: 8418ms - Elful 34 este la 166, 205 in fabrica 1
Timp scurs: 8419ms - Elful 2 este la 11, 2 in fabrica 2
Timp scurs: 8419ms - Elful 6 este la 77, 17 in fabrica 2
Timp scurs: 8419ms - Elful 9 este la 145, 79 in fabrica 2
Timp scurs: 8419ms - Elful 12 este la 6, 65 in fabrica 2
Timp scurs: 8419ms - Elful 15 este la 59, 69 in fabrica 2
Timp scurs: 8419ms - Elful 17 este la 118, 83 in fabrica 2
Timp scurs: 8419ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 8419ms - Elful 23 este la 89, 65 in fabrica 2
Timp scurs: 8419ms - Elful 26 este la 55, 125 in fabrica 2
Timp scurs: 8419ms - Elful 29 este la 50, 112 in fabrica 2
Timp scurs: 8419ms - Elful 32 este la 134, 86 in fabrica 2
Timp scurs: 8419ms - Elful 2 este la 11, 2 in fabrica 2
Timp scurs: 8419ms - Elful 6 este la 77, 17 in fabrica 2
Timp scurs: 8419ms - Elful 9 este la 145, 78 in fabrica 2
Timp scurs: 8419ms - Elful 12 este la 6, 65 in fabrica 2
Timp scurs: 8419ms - Elful 15 este la 59, 69 in fabrica 2
Timp scurs: 8419ms - Elful 17 este la 118, 83 in fabrica 2
Timp scurs: 8419ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 8419ms - Elful 23 este la 89, 65 in fabrica 2
Timp scurs: 8419ms - Elful 26 este la 55, 125 in fabrica 2
Timp scurs: 8419ms - Elful 29 este la 50, 112 in fabrica 2
Timp scurs: 8419ms - Elful 32 este la 134, 86 in fabrica 2
Timp scurs: 8423ms - Elful 3 este la 21, 33 in fabrica 3
Timp scurs: 8423ms - Elful 4 este la 43, 50 in fabrica 3
Timp scurs: 8423ms - Elful 8 este la 59, 6 in fabrica 3
Timp scurs: 8423ms - Elful 11 este la 43, 37 in fabrica 3
Timp scurs: 8423ms - Elful 14 este la 109, 86 in fabrica 3
Timp scurs: 8423ms - Elful 18 este la 115, 31 in fabrica 3
Timp scurs: 8423ms - Elful 21 este la 87, 103 in fabrica 3
Timp scurs: 8423ms - Elful 24 este la 94, 104 in fabrica 3
Timp scurs: 8423ms - Elful 27 este la 77, 42 in fabrica 3
Timp scurs: 8423ms - Elful 31 este la 13, 9 in fabrica 3
Timp scurs: 8423ms - Elful 33 este la 88, 57 in fabrica 3
Timp scurs: 8423ms - Elful 2 este la 11, 2 in fabrica 2
Timp scurs: 8423ms - Elful 6 este la 77, 17 in fabrica 2
Timp scurs: 8423ms - Elful 9 este la 145, 78 in fabrica 2
Timp scurs: 8423ms - Elful 12 este la 6, 65 in fabrica 2
Timp scurs: 8423ms - Elful 15 este la 59, 69 in fabrica 2
Timp scurs: 8423ms - Elful 17 este la 118, 83 in fabrica 2
Timp scurs: 8423ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 8423ms - Elful 23 este la 89, 65 in fabrica 2
Timp scurs: 8423ms - Elful 26 este la 55, 125 in fabrica 2
Timp scurs: 8423ms - Elful 29 este la 50, 112 in fabrica 2
Timp scurs: 8423ms - Elful 32 este la 133, 86 in fabrica 2
Timp scurs: 8424ms - Elful 3 este la 21, 33 in fabrica 3
Timp scurs: 8424ms - Elful 4 este la 43, 50 in fabrica 3
Timp scurs: 8424ms - Elful 8 este la 59, 6 in fabrica 3
Timp scurs: 8424ms - Elful 11 este la 43, 37 in fabrica 3
Timp scurs: 8424ms - Elful 14 este la 108, 86 in fabrica 3
Timp scurs: 8424ms - Elful 18 este la 115, 31 in fabrica 3
Timp scurs: 8424ms - Elful 21 este la 87, 103 in fabrica 3
Timp scurs: 8424ms - Elful 24 este la 94, 104 in fabrica 3
Timp scurs: 8424ms - Elful 27 este la 77, 42 in fabrica 3
Timp scurs: 8424ms - Elful 31 este la 13, 9 in fabrica 3
Timp scurs: 8424ms - Elful 33 este la 88, 57 in fabrica 3
Timp scurs: 8426ms - Elful 2 este la 11, 2 in fabrica 2
Timp scurs: 8426ms - Elful 6 este la 77, 17 in fabrica 2
Timp scurs: 8426ms - Elful 9 este la 145, 78 in fabrica 2
Timp scurs: 8426ms - Elful 12 este la 6, 65 in fabrica 2
Timp scurs: 8426ms - Elful 15 este la 59, 69 in fabrica 2
Timp scurs: 8426ms - Elful 17 este la 118, 83 in fabrica 2
Timp scurs: 8426ms - Elful 20 este la 38, 69 in fabrica 2
Timp scurs: 8426ms - Elful 23 este la 89, 64 in fabrica 2
Timp scurs: 8426ms - Elful 26 este la 55, 125 in fabrica 2
Timp scurs: 8426ms - Elful 29 este la 50, 112 in fabrica 2
Timp scurs: 8426ms - Elful 32 este la 133, 86 in fabrica 2
Timp scurs: 8427ms - Elful 1 este la 349, 41 in fabrica 1
Timp scurs: 8427ms - Elful 5 este la 343, 188 in fabrica 1
Timp scurs: 8427ms - Elful 7 este la 128, 302 in fabrica 1
Timp scurs: 8427ms - Elful 10 este la 1, 113 in fabrica 1
Timp scurs: 8427ms - Elful 13 este la 81, 310 in fabrica 1
Timp scurs: 8427ms - Elful 16 este la 167, 22 in fabrica 1
Timp scurs: 8427ms - Elful 19 este la 41, 302 in fabrica 1
Timp scurs: 8427ms - Elful 22 este la 150, 3 in fabrica 1
Timp scurs: 8427ms - Elful 25 este la 72, 51 in fabrica 1
Timp scurs: 8427ms - Elful 28 este la 73, 98 in fabrica 1
Timp scurs: 8427ms - Elful 30 este la 224, 329 in fabrica 1
Timp scurs: 8427ms - Elful 34 este la 166, 205 in fabrica 1
Timp scurs: 8428ms - Elful 3 este la 21, 33 in fabrica 3
Timp scurs: 8428ms - Elful 4 este la 43, 50 in fabrica 3
Timp scurs: 8428ms - Elful 8 este la 59, 6 in fabrica 3
Timp scurs: 8428ms - Elful 11 este la 43, 37 in fabrica 3
Timp scurs: 8428ms - Elful 14 este la 108, 86 in fabrica 3
Timp scurs: 8428ms - Elful 18 este la 115, 31 in fabrica 3
Timp scurs: 8428ms - Elful 21 este la 87, 103 in fabrica 3
Timp scurs: 8428ms - Elful 24 este la 94, 104 in fabrica 3
Timp scurs: 8428ms - Elful 27 este la 77, 42 in fabrica 3
Timp scurs: 8428ms - Elful 31 este la 13, 9 in fabrica 3
Timp scurs: 8428ms - Elful 33 este la 87, 57 in fabrica 3
Timp scurs: 8428ms - Elful 1 este la 349, 41 in fabrica 1
Timp scurs: 8428ms - Elful 5 este la 343, 188 in fabrica 1
Timp scurs: 8428ms - Elful 7 este la 128, 302 in fabrica 1
Timp scurs: 8428ms - Elful 10 este la 1, 113 in fabrica 1
Timp scurs: 8428ms - Elful 13 este la 81, 310 in fabrica 1
Timp scurs: 8428ms - Elful 16 este la 167, 22 in fabrica 1
Timp scurs: 8428ms - Elful 19 este la 41, 302 in fabrica 1
Timp scurs: 8428ms - Elful 22 este la 150, 3 in fabrica 1
Timp scurs: 8428ms - Elful 3 este la 21, 33 in fabrica 3
Timp scurs: 8428ms - Elful 4 este la 43, 50 in fabrica 3
Timp scurs: 8428ms - Elful 8 este la 59, 6 in fabrica 3
Timp scurs: 8428ms - Elful 11 este la 43, 37 in fabrica 3
Timp scurs: 8428ms - Elful 14 este la 108, 86 in fabrica 3
Timp scurs: 8428ms - Elful 25 este la 72, 51 in fabrica 1
Timp scurs: 8428ms - Elful 28 este la 74, 98 in fabrica 1
Timp scurs: 8428ms - Elful 30 este la 224, 329 in fabrica 1
Timp scurs: 8428ms - Elful 34 este la 166, 205 in fabrica 1
Timp scurs: 8428ms - Elful 18 este la 115, 31 in fabrica 3
Timp scurs: 8428ms - Elful 21 este la 87, 104 in fabrica 3
Timp scurs: 8428ms - Elful 24 este la 94, 104 in fabrica 3
Timp scurs: 8428ms - Elful 27 este la 77, 42 in fabrica 3
Timp scurs: 8428ms - Elful 31 este la 13, 9 in fabrica 3
Timp scurs: 8428ms - Elful 33 este la 87, 57 in fabrica 3
Timp scurs: 8429ms - Elful 1 este la 349, 41 in fabrica 1
Timp scurs: 8429ms - Elful 5 este la 343, 188 in fabrica 1
Timp scurs: 8429ms - Elful 7 este la 128, 302 in fabrica 1
Timp scurs: 8429ms - Elful 10 este la 1, 113 in fabrica 1
Timp scurs: 8429ms - Elful 13 este la 81, 310 in fabrica 1
Timp scurs: 8429ms - Elful 16 este la 167, 22 in fabrica 1
Timp scurs: 8429ms - Elful 19 este la 41, 302 in fabrica 1
Timp scurs: 8429ms - Elful 22 este la 150, 4 in fabrica 1
Timp scurs: 8429ms - Elful 25 este la 72, 51 in fabrica 1
Timp scurs: 8429ms - Elful 28 este la 74, 98 in fabrica 1
Timp scurs: 8429ms - Elful 30 este la 224, 329 in fabrica 1
Timp scurs: 8429ms - Elful 34 este la 166, 205 in fabrica 1
Timp scurs: 8431ms - Elful 3 este la 21, 33 in fabrica 3
Timp scurs: 8431ms - Elful 4 este la 43, 50 in fabrica 3
Timp scurs: 8431ms - Elful 8 este la 59, 6 in fabrica 3
Timp scurs: 8431ms - Elful 11 este la 43, 37 in fabrica 3
Timp scurs: 8431ms - Elful 14 este la 108, 86 in fabrica 3
Timp scurs: 8431ms - Elful 18 este la 115, 31 in fabrica 3
Timp scurs: 8431ms - Elful 21 este la 87, 104 in fabrica 3
Timp scurs: 8431ms - Elful 24 este la 94, 104 in fabrica 3
Timp scurs: 8431ms - Elful 27 este la 77, 42 in fabrica 3
Timp scurs: 8431ms - Elful 31 este la 13, 10 in fabrica 3
Timp scurs: 8431ms - Elful 33 este la 87, 57 in fabrica 3
Timp scurs: 8431ms - Elful 1 este la 349, 41 in fabrica 1
Timp scurs: 8431ms - Elful 5 este la 343, 188 in fabrica 1
Timp scurs: 8431ms - Elful 7 este la 128, 302 in fabrica 1
Timp scurs: 8431ms - Elful 10 este la 1, 113 in fabrica 1
Timp scurs: 8431ms - Elful 13 este la 80, 310 in fabrica 1
Timp scurs: 8431ms - Elful 16 este la 167, 22 in fabrica 1
Timp scurs: 8431ms - Elful 19 este la 41, 302 in fabrica 1
Timp scurs: 8431ms - Elful 22 este la 150, 4 in fabrica 1
Timp scurs: 8431ms - Elful 25 este la 72, 51 in fabrica 1
Timp scurs: 8431ms - Elful 28 este la 74, 98 in fabrica 1
Timp scurs: 8431ms - Elful 30 este la 224, 329 in fabrica 1
Timp scurs: 8431ms - Elful 34 este la 166, 205 in fabrica 1
Timp scurs: 8432ms - Elful 2 este la 11, 2 in fabrica 2
Timp scurs: 8432ms - Elful 6 este la 77, 17 in fabrica 2
Timp scurs: 8432ms - Elful 9 este la 145, 78 in fabrica 2
Timp scurs: 8432ms - Elful 12 este la 6, 65 in fabrica 2
Timp scurs: 8432ms - Elful 15 este la 59, 69 in fabrica 2
Timp scurs: 8432ms - Elful 17 este la 118, 83 in fabrica 2
Timp scurs: 8432ms - Elful 20 este la 37, 69 in fabrica 2
Timp scurs: 8432ms - Elful 23 este la 89, 64 in fabrica 2
Timp scurs: 8432ms - Elful 26 este la 55, 125 in fabrica 2
Timp scurs: 8432ms - Elful 29 este la 50, 112 in fabrica 2
Timp scurs: 8432ms - Elful 32 este la 133, 86 in fabrica 2
Timp scurs: 8432ms - Elful 1 este la 349, 41 in fabrica 1
Timp scurs: 8432ms - Elful 5 este la 343, 188 in fabrica 1
Timp scurs: 8432ms - Elful 7 este la 128, 302 in fabrica 1
Timp scurs: 8432ms - Elful 10 este la 1, 113 in fabrica 1
Timp scurs: 8432ms - Elful 13 este la 80, 310 in fabrica 1
Timp scurs: 8432ms - Elful 16 este la 166, 22 in fabrica 1
Timp scurs: 8432ms - Elful 19 este la 41, 302 in fabrica 1
Timp scurs: 8432ms - Elful 22 este la 150, 4 in fabrica 1
Timp scurs: 8432ms - Elful 25 este la 72, 51 in fabrica 1
Timp scurs: 8432ms - Elful 28 este la 74, 98 in fabrica 1
Timp scurs: 8432ms - Elful 30 este la 224, 329 in fabrica 1
Timp scurs: 8432ms - Elful 34 este la 166, 205 in fabrica 1
Timp scurs: 8433ms - Elful 1 este la 349, 41 in fabrica 1
Timp scurs: 8433ms - Elful 5 este la 343, 188 in fabrica 1
Timp scurs: 8433ms - Elful 7 este la 128, 302 in fabrica 1
Timp scurs: 8433ms - Elful 10 este la 1, 113 in fabrica 1
Timp scurs: 8433ms - Elful 13 este la 80, 310 in fabrica 1
Timp scurs: 8433ms - Elful 16 este la 166, 22 in fabrica 1
Timp scurs: 8433ms - Elful 19 este la 41, 302 in fabrica 1
Timp scurs: 8433ms - Elful 22 este la 150, 4 in fabrica 1
Timp scurs: 8433ms - Elful 25 este la 73, 51 in fabrica 1
Timp scurs: 8433ms - Elful 28 este la 74, 98 in fabrica 1
Timp scurs: 8433ms - Elful 30 este la 224, 329 in fabrica 1
Timp scurs: 8433ms - Elful 34 este la 166, 205 in fabrica 1
Timp scurs: 8433ms - Elful 1 este la 349, 41 in fabrica 1
Timp scurs: 8433ms - Elful 5 este la 343, 188 in fabrica 1
Timp scurs: 8433ms - Elful 7 este la 129, 302 in fabrica 1
Timp scurs: 8433ms - Elful 10 este la 1, 113 in fabrica 1
Timp scurs: 8433ms - Elful 13 este la 80, 310 in fabrica 1
Timp scurs: 8433ms - Elful 16 este la 166, 22 in fabrica 1
Timp scurs: 8433ms - Elful 19 este la 41, 302 in fabrica 1
Timp scurs: 8433ms - Elful 22 este la 150, 4 in fabrica 1
Timp scurs: 8433ms - Elful 25 este la 73, 51 in fabrica 1
Timp scurs: 8433ms - Elful 28 este la 74, 98 in fabrica 1
Timp scurs: 8433ms - Elful 30 este la 224, 329 in fabrica 1
Timp scurs: 8433ms - Elful 34 este la 166, 205 in fabrica 1
Timp scurs: 8438ms - Elful 1 este la 349, 41 in fabrica 1
Timp scurs: 8438ms - Elful 5 este la 343, 188 in fabrica 1
Timp scurs: 8438ms - Elful 7 este la 129, 302 in fabrica 1
Timp scurs: 8438ms - Elful 10 este la 1, 113 in fabrica 1
Timp scurs: 8438ms - Elful 13 este la 80, 310 in fabrica 1
Timp scurs: 8438ms - Elful 16 este la 166, 22 in fabrica 1
Timp scurs: 8438ms - Elful 19 este la 41, 303 in fabrica 1
Timp scurs: 8438ms - Elful 22 este la 150, 4 in fabrica 1
Timp scurs: 8438ms - Elful 25 este la 73, 51 in fabrica 1
Timp scurs: 8438ms - Elful 28 este la 74, 98 in fabrica 1
Timp scurs: 8438ms - Elful 30 este la 224, 329 in fabrica 1
Timp scurs: 8438ms - Elful 34 este la 166, 205 in fabrica 1
Timp scurs: 8438ms - Elful 3 este la 21, 33 in fabrica 3
Timp scurs: 8438ms - Elful 4 este la 43, 50 in fabrica 3
Timp scurs: 8438ms - Elful 8 este la 59, 6 in fabrica 3
Timp scurs: 8438ms - Elful 11 este la 43, 37 in fabrica 3
Timp scurs: 8438ms - Elful 14 este la 108, 86 in fabrica 3
Timp scurs: 8438ms - Elful 18 este la 115, 30 in fabrica 3
Timp scurs: 8438ms - Elful 21 este la 87, 104 in fabrica 3
Timp scurs: 8438ms - Elful 24 este la 94, 104 in fabrica 3
Timp scurs: 8438ms - Elful 27 este la 77, 42 in fabrica 3
Timp scurs: 8438ms - Elful 31 este la 13, 10 in fabrica 3
Timp scurs: 8438ms - Elful 33 este la 87, 57 in fabrica 3
Timp scurs: 8439ms - Elful 3 este la 20, 33 in fabrica 3
Timp scurs: 8439ms - Elful 4 este la 43, 50 in fabrica 3
Timp scurs: 8439ms - Elful 8 este la 59, 6 in fabrica 3
Timp scurs: 8439ms - Elful 11 este la 43, 37 in fabrica 3
Timp scurs: 8439ms - Elful 14 este la 108, 86 in fabrica 3
Timp scurs: 8439ms - Elful 18 este la 115, 30 in fabrica 3
Timp scurs: 8439ms - Elful 21 este la 87, 104 in fabrica 3
Timp scurs: 8439ms - Elful 24 este la 94, 104 in fabrica 3
Timp scurs: 8439ms - Elful 27 este la 77, 42 in fabrica 3
Timp scurs: 8439ms - Elful 31 este la 13, 10 in fabrica 3
Timp scurs: 8439ms - Elful 33 este la 87, 57 in fabrica 3
Timp scurs: 8441ms - Elful 1 este la 349, 41 in fabrica 1
Timp scurs: 8441ms - Elful 5 este la 343, 188 in fabrica 1
Timp scurs: 8441ms - Elful 7 este la 129, 302 in fabrica 1
Timp scurs: 8441ms - Elful 10 este la 1, 113 in fabrica 1
Timp scurs: 8441ms - Elful 13 este la 80, 310 in fabrica 1
Timp scurs: 8441ms - Elful 16 este la 166, 22 in fabrica 1
Timp scurs: 8441ms - Elful 19 este la 41, 303 in fabrica 1
Timp scurs: 8441ms - Elful 22 este la 150, 4 in fabrica 1
Timp scurs: 8441ms - Elful 25 este la 73, 51 in fabrica 1
Timp scurs: 8441ms - Elful 28 este la 74, 98 in fabrica 1
Timp scurs: 8441ms - Elful 30 este la 224, 328 in fabrica 1
Timp scurs: 8441ms - Elful 34 este la 166, 205 in fabrica 1
Timp scurs: 8442ms - Elful 3 este la 20, 33 in fabrica 3
Timp scurs: 8442ms - Elful 4 este la 43, 50 in fabrica 3
Timp scurs: 8442ms - Elful 8 este la 59, 6 in fabrica 3
Timp scurs: 8442ms - Elful 11 este la 43, 37 in fabrica 3
Timp scurs: 8442ms - Elful 14 este la 108, 86 in fabrica 3
Timp scurs: 8442ms - Elful 18 este la 115, 30 in fabrica 3
Timp scurs: 8442ms - Elful 21 este la 87, 104 in fabrica 3
Timp scurs: 8442ms - Elful 24 este la 94, 104 in fabrica 3
Timp scurs: 8442ms - Elful 27 este la 78, 42 in fabrica 3
Timp scurs: 8442ms - Elful 31 este la 13, 10 in fabrica 3
Timp scurs: 8442ms - Elful 33 este la 87, 57 in fabrica 3
Timp scurs: 8445ms - Elful 2 este la 11, 3 in fabrica 2
Timp scurs: 8445ms - Elful 6 este la 77, 17 in fabrica 2
Timp scurs: 8445ms - Elful 9 este la 145, 78 in fabrica 2
Timp scurs: 8445ms - Elful 12 este la 6, 65 in fabrica 2
Timp scurs: 8445ms - Elful 15 este la 59, 69 in fabrica 2
Timp scurs: 8445ms - Elful 17 este la 118, 83 in fabrica 2
Timp scurs: 8445ms - Elful 20 este la 37, 69 in fabrica 2
Timp scurs: 8445ms - Elful 23 este la 89, 64 in fabrica 2
Timp scurs: 8445ms - Elful 26 este la 55, 125 in fabrica 2
Timp scurs: 8445ms - Elful 29 este la 50, 112 in fabrica 2
Timp scurs: 8445ms - Elful 32 este la 133, 86 in fabrica 2
Timp scurs: 8445ms - Elful 2 este la 11, 3 in fabrica 2
Timp scurs: 8445ms - Elful 6 este la 77, 17 in fabrica 2
Timp scurs: 8445ms - Elful 9 este la 145, 78 in fabrica 2
Timp scurs: 8445ms - Elful 12 este la 6, 65 in fabrica 2
Timp scurs: 8445ms - Elful 15 este la 59, 70 in fabrica 2
Timp scurs: 8445ms - Elful 17 este la 118, 83 in fabrica 2
Timp scurs: 8445ms - Elful 20 este la 37, 69 in fabrica 2
Timp scurs: 8445ms - Elful 23 este la 89, 64 in fabrica 2
Timp scurs: 8445ms - Elful 26 este la 55, 125 in fabrica 2
Timp scurs: 8445ms - Elful 29 este la 50, 112 in fabrica 2
Timp scurs: 8445ms - Elful 32 este la 133, 86 in fabrica 2
Timp scurs: 8446ms - Elful 2 este la 11, 3 in fabrica 2
Timp scurs: 8446ms - Elful 6 este la 77, 17 in fabrica 2
Timp scurs: 8446ms - Elful 9 este la 145, 78 in fabrica 2
Timp scurs: 8446ms - Elful 12 este la 6, 64 in fabrica 2
Timp scurs: 8446ms - Elful 15 este la 59, 70 in fabrica 2
Timp scurs: 8446ms - Elful 17 este la 118, 83 in fabrica 2
Timp scurs: 8446ms - Elful 20 este la 37, 69 in fabrica 2
Timp scurs: 8446ms - Elful 23 este la 89, 64 in fabrica 2
Timp scurs: 8446ms - Elful 26 este la 55, 125 in fabrica 2
Timp scurs: 8446ms - Elful 29 este la 50, 112 in fabrica 2
Timp scurs: 8446ms - Elful 32 este la 133, 86 in fabrica 2
Timp scurs: 8446ms - Elful 3 este la 20, 33 in fabrica 3
Timp scurs: 8446ms - Elful 4 este la 43, 50 in fabrica 3
Timp scurs: 8446ms - Elful 8 este la 59, 5 in fabrica 3
Timp scurs: 8446ms - Elful 11 este la 43, 37 in fabrica 3
Timp scurs: 8446ms - Elful 14 este la 108, 86 in fabrica 3
Timp scurs: 8446ms - Elful 18 este la 115, 30 in fabrica 3
Timp scurs: 8446ms - Elful 21 este la 87, 104 in fabrica 3
Timp scurs: 8446ms - Elful 24 este la 94, 104 in fabrica 3
Timp scurs: 8446ms - Elful 27 este la 78, 42 in fabrica 3
Timp scurs: 8446ms - Elful 31 este la 13, 10 in fabrica 3
Timp scurs: 8446ms - Elful 33 este la 87, 57 in fabrica 3
Timp scurs: 8446ms - Elful 2 este la 11, 3 in fabrica 2
Timp scurs: 8446ms - Elful 6 este la 77, 17 in fabrica 2
Timp scurs: 8446ms - Elful 1 este la 349, 42 in fabrica 1
Timp scurs: 8446ms - Elful 5 este la 343, 188 in fabrica 1
